model_name,seq_id_1,seq_id_2,ngram_similarity_within_group,lcs_ratio_within_group
Agent,seq_0,seq_112,0.8392857142857143,0.9724770642201835
Agent,seq_0,seq_113,0.8767123287671232,0.9770642201834863
Agent,seq_0,seq_114,0.9433962264150944,0.9908256880733946
Agent,seq_0,seq_115,0.8986175115207373,0.981651376146789
Agent,seq_0,seq_116,0.8468468468468469,0.9724770642201835
Agent,seq_0,seq_117,0.8034934497816594,0.9587155963302753
Agent,seq_0,seq_118,0.9162790697674419,0.9862385321100917
Agent,seq_0,seq_119,0.8899082568807339,0.981651376146789
Agent,seq_0,seq_120,0.8727272727272727,0.9770642201834863
Agent,seq_1,seq_2,0.8141592920353983,0.963302752293578
Agent,seq_1,seq_3,0.8727272727272727,0.9724770642201835
Agent,seq_1,seq_4,0.8812785388127854,0.9724770642201835
Agent,seq_1,seq_5,0.8558558558558559,0.9678899082568807
Agent,seq_1,seq_6,0.8430493273542601,0.9678899082568807
Agent,seq_1,seq_7,0.8185840707964602,0.963302752293578
Agent,seq_1,seq_8,0.8597285067873304,0.9678899082568807
Agent,seq_1,seq_9,0.8642533936651584,0.9678899082568807
Agent,seq_1,seq_10,0.943127962085308,0.9862385321100917
Agent,seq_1,seq_11,0.8558558558558559,0.9724770642201835
Agent,seq_1,seq_12,0.9074074074074074,0.981651376146789
Agent,seq_1,seq_13,0.9252336448598131,0.981651376146789
Agent,seq_1,seq_14,0.8812785388127854,0.9770642201834863
Agent,seq_1,seq_15,0.9252336448598131,0.981651376146789
Agent,seq_1,seq_16,0.8853211009174312,0.9724770642201835
Agent,seq_1,seq_17,0.8812785388127854,0.9770642201834863
Agent,seq_1,seq_18,0.95260663507109,0.9862385321100917
Agent,seq_1,seq_19,0.8812785388127854,0.9770642201834863
Agent,seq_1,seq_20,0.8853211009174312,0.9770642201834863
Agent,seq_1,seq_21,0.8812785388127854,0.9724770642201835
Agent,seq_1,seq_22,0.8812785388127854,0.9724770642201835
Agent,seq_1,seq_23,0.8558558558558559,0.9724770642201835
Agent,seq_1,seq_24,0.852017937219731,0.9678899082568807
Agent,seq_1,seq_25,0.9339622641509434,0.9862385321100917
Agent,seq_1,seq_26,0.8636363636363636,0.9724770642201835
Agent,seq_1,seq_27,0.8812785388127854,0.9770642201834863
Agent,seq_1,seq_28,0.9162790697674419,0.981651376146789
Agent,seq_1,seq_29,0.9074074074074074,0.981651376146789
Agent,seq_1,seq_30,0.9342723004694836,0.9862385321100917
Agent,seq_1,seq_31,0.8558558558558559,0.9678899082568807
Agent,seq_1,seq_32,0.8899082568807339,0.9770642201834863
Agent,seq_1,seq_33,0.9074074074074074,0.981651376146789
Agent,seq_1,seq_34,0.8597285067873304,0.9724770642201835
Agent,seq_1,seq_35,0.8986175115207373,0.9770642201834863
Agent,seq_1,seq_36,0.9074074074074074,0.9770642201834863
Agent,seq_1,seq_37,0.9433962264150944,0.9862385321100917
Agent,seq_1,seq_38,0.9295774647887324,0.9862385321100917
Agent,seq_1,seq_39,0.9295774647887324,0.981651376146789
Agent,seq_1,seq_40,0.8812785388127854,0.9770642201834863
Agent,seq_1,seq_41,0.8597285067873304,0.9724770642201835
Agent,seq_1,seq_42,0.9074074074074074,0.981651376146789
Agent,seq_1,seq_43,0.8558558558558559,0.9678899082568807
Agent,seq_1,seq_44,0.9074074074074074,0.981651376146789
Agent,seq_1,seq_45,0.9158878504672897,0.981651376146789
Agent,seq_1,seq_46,0.8636363636363636,0.9724770642201835
Agent,seq_1,seq_47,0.8430493273542601,0.963302752293578
Agent,seq_1,seq_48,0.8986175115207373,0.9770642201834863
Agent,seq_1,seq_49,0.8392857142857143,0.9678899082568807
Agent,seq_1,seq_50,0.9162790697674419,0.981651376146789
Agent,seq_1,seq_51,0.8767123287671232,0.9770642201834863
Agent,seq_1,seq_52,0.8986175115207373,0.9770642201834863
Agent,seq_1,seq_53,0.9478672985781991,0.9862385321100917
Agent,seq_1,seq_54,0.9252336448598131,0.981651376146789
Agent,seq_1,seq_55,0.9386792452830188,0.981651376146789
Agent,seq_1,seq_56,0.9116279069767442,0.981651376146789
Agent,seq_1,seq_57,0.8853211009174312,0.9770642201834863
Agent,seq_1,seq_58,0.8812785388127854,0.9770642201834863
Agent,seq_1,seq_59,0.9074074074074074,0.9770642201834863
Agent,seq_1,seq_60,0.9571428571428572,0.9908256880733946
Agent,seq_1,seq_61,0.9342723004694836,0.9862385321100917
Agent,seq_1,seq_62,0.9252336448598131,0.981651376146789
Agent,seq_1,seq_63,0.9074074074074074,0.981651376146789
Agent,seq_1,seq_64,0.8558558558558559,0.9724770642201835
Agent,seq_1,seq_65,0.8812785388127854,0.9724770642201835
Agent,seq_1,seq_66,0.8767123287671232,0.9724770642201835
Agent,seq_1,seq_67,0.9074074074074074,0.981651376146789
Agent,seq_1,seq_68,0.9342723004694836,0.9862385321100917
Agent,seq_1,seq_69,0.8552036199095022,0.9678899082568807
Agent,seq_1,seq_70,0.8558558558558559,0.9724770642201835
Agent,seq_1,seq_71,0.8603603603603603,0.9726027397260274
Agent,seq_1,seq_72,0.9116279069767442,0.981651376146789
Agent,seq_1,seq_73,0.8149779735682819,0.963302752293578
Agent,seq_1,seq_74,0.9252336448598131,0.981651376146789
Agent,seq_1,seq_75,0.8986175115207373,0.9770642201834863
Agent,seq_1,seq_76,0.8513513513513513,0.963302752293578
Agent,seq_1,seq_77,0.8812785388127854,0.9724770642201835
Agent,seq_1,seq_78,0.9162790697674419,0.9770642201834863
Agent,seq_1,seq_79,0.8899082568807339,0.9770642201834863
Agent,seq_1,seq_80,0.8558558558558559,0.9724770642201835
Agent,seq_1,seq_81,0.9116279069767442,0.981651376146789
Agent,seq_1,seq_82,0.9074074074074074,0.981651376146789
Agent,seq_1,seq_83,0.9342723004694836,0.9862385321100917
Agent,seq_1,seq_84,0.8558558558558559,0.9724770642201835
Agent,seq_1,seq_85,0.9027777777777778,0.981651376146789
Agent,seq_1,seq_86,0.9074074074074074,0.981651376146789
Agent,seq_1,seq_87,0.9619047619047619,0.9908256880733946
Agent,seq_1,seq_88,0.8558558558558559,0.9724770642201835
Agent,seq_1,seq_89,0.9074074074074074,0.981651376146789
Agent,seq_1,seq_90,0.8558558558558559,0.9724770642201835
Agent,seq_1,seq_91,0.8715596330275229,0.9724770642201835
Agent,seq_1,seq_92,0.8767123287671232,0.9724770642201835
Agent,seq_1,seq_93,0.8772727272727273,0.9771689497716894
Agent,seq_1,seq_94,0.8311111111111111,0.9678899082568807
Agent,seq_1,seq_95,0.9252336448598131,0.981651376146789
Agent,seq_1,seq_96,0.8812785388127854,0.9770642201834863
Agent,seq_1,seq_97,0.9018691588785047,0.9770642201834863
Agent,seq_1,seq_98,0.9074074074074074,0.981651376146789
Agent,seq_1,seq_99,0.8812785388127854,0.9770642201834863
Agent,seq_1,seq_100,0.8636363636363636,0.9724770642201835
Agent,seq_1,seq_101,0.8894009216589862,0.9770642201834863
Agent,seq_1,seq_102,0.8986175115207373,0.9770642201834863
Agent,seq_1,seq_103,0.8558558558558559,0.9724770642201835
Agent,seq_1,seq_104,0.9116279069767442,0.981651376146789
Agent,seq_1,seq_105,0.8513513513513513,0.9724770642201835
Agent,seq_1,seq_106,0.8986175115207373,0.9770642201834863
Agent,seq_1,seq_107,0.9619047619047619,0.9908256880733946
Agent,seq_1,seq_108,0.9252336448598131,0.981651376146789
Agent,seq_1,seq_109,0.8558558558558559,0.9724770642201835
Agent,seq_1,seq_110,0.8558558558558559,0.9724770642201835
Agent,seq_1,seq_111,0.8986175115207373,0.9770642201834863
Agent,seq_1,seq_112,0.9074074074074074,0.981651376146789
Agent,seq_1,seq_113,0.8681818181818182,0.9678899082568807
Agent,seq_1,seq_114,0.9252336448598131,0.981651376146789
Agent,seq_1,seq_115,0.8812785388127854,0.9724770642201835
Agent,seq_1,seq_116,0.8636363636363636,0.9724770642201835
Agent,seq_1,seq_117,0.84375,0.963302752293578
Agent,seq_1,seq_118,0.8986175115207373,0.9770642201834863
Agent,seq_1,seq_119,0.8812785388127854,0.9770642201834863
Agent,seq_1,seq_120,0.8070175438596491,0.9587155963302753
Agent,seq_2,seq_3,0.8552036199095022,0.9724770642201835
Agent,seq_2,seq_4,0.8807339449541285,0.9770642201834863
Agent,seq_2,seq_5,0.9069767441860465,0.981651376146789
Agent,seq_2,seq_6,0.8761467889908257,0.9724770642201835
Agent,seq_2,seq_7,0.8761467889908257,0.9770642201834863
Agent,seq_2,seq_8,0.9112149532710281,0.981651376146789
Agent,seq_2,seq_9,0.8552036199095022,0.9724770642201835
Agent,seq_2,seq_10,0.863013698630137,0.9770642201834863
Agent,seq_2,seq_11,0.9248826291079812,0.9862385321100917
Agent,seq_2,seq_12,0.8468468468468469,0.9724770642201835
Agent,seq_2,seq_13,0.8552036199095022,0.9724770642201835
Agent,seq_2,seq_14,0.8721461187214612,0.9770642201834863
Agent,seq_2,seq_15,0.8552036199095022,0.9724770642201835
Agent,seq_2,seq_16,0.8847926267281107,0.9770642201834863
Agent,seq_2,seq_17,0.8721461187214612,0.9724770642201835
Agent,seq_2,seq_18,0.8303571428571429,0.9678899082568807
Agent,seq_2,seq_19,0.8721461187214612,0.9724770642201835
Agent,seq_2,seq_20,0.8847926267281107,0.981651376146789
Agent,seq_2,seq_21,0.8552036199095022,0.9724770642201835
Agent,seq_2,seq_22,0.8807339449541285,0.9770642201834863
Agent,seq_2,seq_23,0.9248826291079812,0.9862385321100917
Agent,seq_2,seq_24,0.8940092165898618,0.9770642201834863
Agent,seq_2,seq_25,0.863013698630137,0.9770642201834863
Agent,seq_2,seq_26,0.9428571428571428,0.9908256880733946
Agent,seq_2,seq_27,0.8721461187214612,0.9770642201834863
Agent,seq_2,seq_28,0.8468468468468469,0.9724770642201835
Agent,seq_2,seq_29,0.8468468468468469,0.9724770642201835
Agent,seq_2,seq_30,0.8222222222222222,0.963302752293578
Agent,seq_2,seq_31,0.9069767441860465,0.9862385321100917
Agent,seq_2,seq_32,0.8303571428571429,0.9678899082568807
Agent,seq_2,seq_33,0.8552036199095022,0.9724770642201835
Agent,seq_2,seq_34,0.92018779342723,0.9862385321100917
Agent,seq_2,seq_35,0.8807339449541285,0.9770642201834863
Agent,seq_2,seq_36,0.8468468468468469,0.9724770642201835
Agent,seq_2,seq_37,0.8222222222222222,0.9678899082568807
Agent,seq_2,seq_38,0.8506787330316742,0.9724770642201835
Agent,seq_2,seq_39,0.8590909090909091,0.9724770642201835
Agent,seq_2,seq_40,0.8721461187214612,0.9770642201834863
Agent,seq_2,seq_41,0.9112149532710281,0.981651376146789
Agent,seq_2,seq_42,0.8552036199095022,0.9724770642201835
Agent,seq_2,seq_43,0.9069767441860465,0.981651376146789
Agent,seq_2,seq_44,0.8468468468468469,0.9678899082568807
Agent,seq_2,seq_45,0.8888888888888888,0.981651376146789
Agent,seq_2,seq_46,0.9428571428571428,0.9908256880733946
Agent,seq_2,seq_47,0.8258928571428571,0.9678899082568807
Agent,seq_2,seq_48,0.8807339449541285,0.9770642201834863
Agent,seq_2,seq_49,0.9248826291079812,0.9862385321100917
Agent,seq_2,seq_50,0.8303571428571429,0.9678899082568807
Agent,seq_2,seq_51,0.9023255813953488,0.981651376146789
Agent,seq_2,seq_52,0.8807339449541285,0.9770642201834863
Agent,seq_2,seq_53,0.801762114537445,0.963302752293578
Agent,seq_2,seq_54,0.8552036199095022,0.9724770642201835
Agent,seq_2,seq_55,0.8340807174887892,0.9678899082568807
Agent,seq_2,seq_56,0.8761467889908257,0.9770642201834863
Agent,seq_2,seq_57,0.8761467889908257,0.9724770642201835
Agent,seq_2,seq_58,0.8721461187214612,0.9724770642201835
Agent,seq_2,seq_59,0.8552036199095022,0.9724770642201835
Agent,seq_2,seq_60,0.8258928571428571,0.9678899082568807
Agent,seq_2,seq_61,0.8468468468468469,0.9724770642201835
Agent,seq_2,seq_62,0.8468468468468469,0.9678899082568807
Agent,seq_2,seq_63,0.8303571428571429,0.9678899082568807
Agent,seq_2,seq_64,0.9523809523809523,0.9908256880733946
Agent,seq_2,seq_65,0.8721461187214612,0.9724770642201835
Agent,seq_2,seq_66,0.9023255813953488,0.9770642201834863
Agent,seq_2,seq_67,0.8721461187214612,0.9770642201834863
Agent,seq_2,seq_68,0.8303571428571429,0.9678899082568807
Agent,seq_2,seq_69,0.863013698630137,0.9724770642201835
Agent,seq_2,seq_70,0.8721461187214612,0.9770642201834863
Agent,seq_2,seq_71,0.8513513513513513,0.9726027397260274
Agent,seq_2,seq_72,0.867579908675799,0.9770642201834863
Agent,seq_2,seq_73,0.8981481481481481,0.981651376146789
Agent,seq_2,seq_74,0.8552036199095022,0.9724770642201835
Agent,seq_2,seq_75,0.8303571428571429,0.963302752293578
Agent,seq_2,seq_76,0.9023255813953488,0.981651376146789
Agent,seq_2,seq_77,0.8807339449541285,0.9770642201834863
Agent,seq_2,seq_78,0.8468468468468469,0.9724770642201835
Agent,seq_2,seq_79,0.8894009216589862,0.981651376146789
Agent,seq_2,seq_80,0.8552036199095022,0.9724770642201835
Agent,seq_2,seq_81,0.867579908675799,0.9770642201834863
Agent,seq_2,seq_82,0.8721461187214612,0.9770642201834863
Agent,seq_2,seq_83,0.8721461187214612,0.9770642201834863
Agent,seq_2,seq_84,0.9248826291079812,0.9862385321100917
Agent,seq_2,seq_85,0.8761467889908257,0.9770642201834863
Agent,seq_2,seq_86,0.8721461187214612,0.9770642201834863
Agent,seq_2,seq_87,0.8468468468468469,0.9724770642201835
Agent,seq_2,seq_88,0.9069767441860465,0.981651376146789
Agent,seq_2,seq_89,0.8721461187214612,0.9770642201834863
Agent,seq_2,seq_90,0.8981481481481481,0.981651376146789
Agent,seq_2,seq_91,0.8796296296296297,0.9770642201834863
Agent,seq_2,seq_92,0.8506787330316742,0.9678899082568807
Agent,seq_2,seq_93,0.8430493273542601,0.9726027397260274
Agent,seq_2,seq_94,0.9339622641509434,0.9862385321100917
Agent,seq_2,seq_95,0.8468468468468469,0.9724770642201835
Agent,seq_2,seq_96,0.8981481481481481,0.981651376146789
Agent,seq_2,seq_97,0.8409090909090909,0.9678899082568807
Agent,seq_2,seq_98,0.8468468468468469,0.9724770642201835
Agent,seq_2,seq_99,0.8468468468468469,0.9724770642201835
Agent,seq_2,seq_100,0.8715596330275229,0.9770642201834863
Agent,seq_2,seq_101,0.8888888888888888,0.981651376146789
Agent,seq_2,seq_102,0.8807339449541285,0.9770642201834863
Agent,seq_2,seq_103,0.8721461187214612,0.9724770642201835
Agent,seq_2,seq_104,0.8423423423423423,0.9724770642201835
Agent,seq_2,seq_105,0.9023255813953488,0.981651376146789
Agent,seq_2,seq_106,0.8807339449541285,0.9770642201834863
Agent,seq_2,seq_107,0.8222222222222222,0.9678899082568807
Agent,seq_2,seq_108,0.8468468468468469,0.9724770642201835
Agent,seq_2,seq_109,0.9248826291079812,0.9862385321100917
Agent,seq_2,seq_110,0.8552036199095022,0.9724770642201835
Agent,seq_2,seq_111,0.8303571428571429,0.9678899082568807
Agent,seq_2,seq_112,0.8721461187214612,0.9770642201834863
Agent,seq_2,seq_113,0.8340807174887892,0.9678899082568807
Agent,seq_2,seq_114,0.8552036199095022,0.9724770642201835
Agent,seq_2,seq_115,0.8807339449541285,0.9770642201834863
Agent,seq_2,seq_116,0.8461538461538461,0.9724770642201835
Agent,seq_2,seq_117,0.8026315789473685,0.9541284403669725
Agent,seq_2,seq_118,0.8552036199095022,0.9724770642201835
Agent,seq_2,seq_119,0.8721461187214612,0.9724770642201835
Agent,seq_2,seq_120,0.9069767441860465,0.981651376146789
Agent,seq_3,seq_4,0.8899082568807339,0.981651376146789
Agent,seq_3,seq_5,0.8642533936651584,0.9770642201834863
Agent,seq_3,seq_6,0.8681818181818182,0.9770642201834863
Agent,seq_3,seq_7,0.8430493273542601,0.9724770642201835
Agent,seq_3,seq_8,0.9027777777777778,0.981651376146789
Agent,seq_3,seq_9,0.8727272727272727,0.9770642201834863
Agent,seq_3,seq_10,0.8468468468468469,0.9678899082568807
Agent,seq_3,seq_11,0.8986175115207373,0.9770642201834863
Agent,seq_3,seq_12,0.8899082568807339,0.981651376146789
Agent,seq_3,seq_13,0.8642533936651584,0.9770642201834863
Agent,seq_3,seq_14,0.8642533936651584,0.9770642201834863
Agent,seq_3,seq_15,0.9433962264150944,0.9908256880733946
Agent,seq_3,seq_16,0.9295774647887324,0.9862385321100917
Agent,seq_3,seq_17,0.9162790697674419,0.9862385321100917
Agent,seq_3,seq_18,0.9162790697674419,0.9862385321100917
Agent,seq_3,seq_19,0.8642533936651584,0.9770642201834863
Agent,seq_3,seq_20,0.9205607476635514,0.9862385321100917
Agent,seq_3,seq_21,0.8986175115207373,0.981651376146789
Agent,seq_3,seq_22,0.8727272727272727,0.9770642201834863
Agent,seq_3,seq_23,0.8475336322869955,0.9724770642201835
Agent,seq_3,seq_24,0.9032258064516129,0.981651376146789
Agent,seq_3,seq_25,0.8981481481481481,0.981651376146789
Agent,seq_3,seq_26,0.8552036199095022,0.9724770642201835
Agent,seq_3,seq_27,0.8642533936651584,0.9770642201834863
Agent,seq_3,seq_28,0.8475336322869955,0.9724770642201835
Agent,seq_3,seq_29,0.8899082568807339,0.981651376146789
Agent,seq_3,seq_30,0.8642533936651584,0.9770642201834863
Agent,seq_3,seq_31,0.8475336322869955,0.9724770642201835
Agent,seq_3,seq_32,0.8727272727272727,0.9770642201834863
Agent,seq_3,seq_33,0.9074074074074074,0.9862385321100917
Agent,seq_3,seq_34,0.9116279069767442,0.9862385321100917
Agent,seq_3,seq_35,0.9433962264150944,0.9908256880733946
Agent,seq_3,seq_36,0.8899082568807339,0.981651376146789
Agent,seq_3,seq_37,0.8642533936651584,0.9770642201834863
Agent,seq_3,seq_38,0.8940092165898618,0.981651376146789
Agent,seq_3,seq_39,0.8681818181818182,0.9770642201834863
Agent,seq_3,seq_40,0.9162790697674419,0.9862385321100917
Agent,seq_3,seq_41,0.8940092165898618,0.981651376146789
Agent,seq_3,seq_42,0.9074074074074074,0.9862385321100917
Agent,seq_3,seq_43,0.8475336322869955,0.9724770642201835
Agent,seq_3,seq_44,0.8899082568807339,0.981651376146789
Agent,seq_3,seq_45,0.9069767441860465,0.981651376146789
Agent,seq_3,seq_46,0.9069767441860465,0.981651376146789
Agent,seq_3,seq_47,0.8266666666666667,0.9678899082568807
Agent,seq_3,seq_48,0.8986175115207373,0.981651376146789
Agent,seq_3,seq_49,0.8642533936651584,0.9724770642201835
Agent,seq_3,seq_50,0.8475336322869955,0.9724770642201835
Agent,seq_3,seq_51,0.8940092165898618,0.981651376146789
Agent,seq_3,seq_52,0.8986175115207373,0.981651376146789
Agent,seq_3,seq_53,0.8597285067873304,0.9724770642201835
Agent,seq_3,seq_54,0.9252336448598131,0.9862385321100917
Agent,seq_3,seq_55,0.8767123287671232,0.9770642201834863
Agent,seq_3,seq_56,0.9205607476635514,0.9862385321100917
Agent,seq_3,seq_57,0.8767123287671232,0.9770642201834863
Agent,seq_3,seq_58,0.8642533936651584,0.9770642201834863
Agent,seq_3,seq_59,0.9162790697674419,0.9862385321100917
Agent,seq_3,seq_60,0.8681818181818182,0.9770642201834863
Agent,seq_3,seq_61,0.8392857142857143,0.9678899082568807
Agent,seq_3,seq_62,0.8558558558558559,0.9724770642201835
Agent,seq_3,seq_63,0.8812785388127854,0.981651376146789
Agent,seq_3,seq_64,0.8899082568807339,0.981651376146789
Agent,seq_3,seq_65,0.8812785388127854,0.9770642201834863
Agent,seq_3,seq_66,0.9116279069767442,0.981651376146789
Agent,seq_3,seq_67,0.8812785388127854,0.9770642201834863
Agent,seq_3,seq_68,0.8812785388127854,0.981651376146789
Agent,seq_3,seq_69,0.8721461187214612,0.9724770642201835
Agent,seq_3,seq_70,0.8475336322869955,0.9724770642201835
Agent,seq_3,seq_71,0.827433628318584,0.9680365296803652
Agent,seq_3,seq_72,0.8597285067873304,0.9770642201834863
Agent,seq_3,seq_73,0.8392857142857143,0.9724770642201835
Agent,seq_3,seq_74,0.8727272727272727,0.9770642201834863
Agent,seq_3,seq_75,0.8230088495575221,0.9678899082568807
Agent,seq_3,seq_76,0.8026315789473685,0.963302752293578
Agent,seq_3,seq_77,0.8899082568807339,0.981651376146789
Agent,seq_3,seq_78,0.8558558558558559,0.9770642201834863
Agent,seq_3,seq_79,0.9342723004694836,0.9862385321100917
Agent,seq_3,seq_80,0.7991266375545851,0.9587155963302753
Agent,seq_3,seq_81,0.9116279069767442,0.9862385321100917
Agent,seq_3,seq_82,0.8642533936651584,0.9724770642201835
Agent,seq_3,seq_83,0.8642533936651584,0.9770642201834863
Agent,seq_3,seq_84,0.8812785388127854,0.9770642201834863
